[2025-02-12_16-45-10-217] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-45-10-217.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_16-53-30-357] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-53-30-357.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(6.726822299777582), np.float64(18.444512757454657), np.float64(43.97750492757817), np.float64(74.50136525560117), np.float64(10.34339342869026), np.float64(29.29422614419269), np.float64(86.43604998101301), np.float64(24.95434078949748), np.float64(33.634111498887904)] | Type: Normal Sound Range
[2025-02-12_16-53-35-370] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-53-35-370.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(6.365165186886314), np.float64(18.372181334876405), np.float64(14.176958825337698), np.float64(43.97750492757817), np.float64(10.415724851268513), np.float64(25.460660747545255), np.float64(87.01470136163904), np.float64(29.22189472161444), np.float64(56.346178188459525)] | Type: Normal Sound Range
[2025-02-12_16-53-40-384] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-53-40-384.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(6.29283376430806), np.float64(18.372181334876405), np.float64(43.109527856639126), np.float64(10.054067738377245), np.float64(14.03229598018119), np.float64(50.631995804777496), np.float64(24.086363718558438), np.float64(87.01470136163904), np.float64(78.69658776513988)] | Type: Normal Sound Range
[2025-02-12_16-53-45-397] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-53-45-397.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(6.726822299777582), np.float64(18.444512757454657), np.float64(43.97750492757817), np.float64(27.847597692627623), np.float64(11.500696189942316), np.float64(38.26332254389614), np.float64(33.41711723115315), np.float64(57.86513806260285), np.float64(23.79703802824542)] | Type: Normal Sound Range
[2025-02-12_16-53-50-411] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-53-50-411.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(6.726822299777582), np.float64(18.444512757454657), np.float64(10.415724851268513), np.float64(30.596191750601257), np.float64(26.762626353953817), np.float64(14.538615938228967), np.float64(34.35742572467044), np.float64(43.97750492757817), np.float64(22.712066689571618)] | Type: Normal Sound Range
[2025-02-12_16-53-55-424] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-53-55-424.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.654490877199327), np.float64(17.86586137682863), np.float64(57.21415525939857), np.float64(38.046328276161375), np.float64(43.97750492757817), np.float64(10.849713386738035), np.float64(26.97962062168858), np.float64(62.56668053018933), np.float64(34.06810003435743)] | Type: Normal Sound Range
[2025-02-12_16-54-00-438] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-00-438.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.943816567512342), np.float64(17.64886710909387), np.float64(21.410101083163056), np.float64(10.56038769642502), np.float64(35.80405417623551), np.float64(43.109527856639126), np.float64(25.677655015280013), np.float64(29.728214679662216), np.float64(74.50136525560117)] | Type: Normal Sound Range
[2025-02-12_16-54-05-451] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-05-451.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(4.990868157899496), np.float64(18.733838447767674), np.float64(9.403084935172963), np.float64(43.97750492757817), np.float64(29.583551834505705), np.float64(55.83985823041175), np.float64(14.972604473698487), np.float64(25.388329324967), np.float64(34.14043145693568)] | Type: Normal Sound Range
[2025-02-12_16-54-10-486] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-10-486.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(7.016147990090595), np.float64(17.86586137682863), np.float64(33.851105766622666), np.float64(27.4136091571581), np.float64(43.97750492757817), np.float64(12.58566752861612), np.float64(57.21415525939857), np.float64(23.218386647619393), np.float64(38.841973924522165)] | Type: Normal Sound Range
[2025-02-12_16-54-15-499] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-15-499.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.799153722355835), np.float64(21.410101083163056), np.float64(35.37006564076599), np.float64(43.97750492757817), np.float64(10.488056273846766), np.float64(17.64886710909387), np.float64(25.74998643785827), np.float64(74.50136525560117), np.float64(55.83985823041175)] | Type: Normal Sound Range
[2025-02-12_16-54-20-513] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-20-513.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(21.410101083163056), np.float64(4.990868157899496), np.float64(43.97750492757817), np.float64(9.475416357751216), np.float64(87.08703278421729), np.float64(26.328637818484296), np.float64(15.768250122059277), np.float64(74.64602810075768), np.float64(50.415001537042734)] | Type: Normal Sound Range
[2025-02-12_16-54-25-526] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-25-526.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(4.556879622429975), np.float64(18.372181334876405), np.float64(43.97750492757817), np.float64(9.54774778032947), np.float64(13.308981754398655), np.float64(22.92906095730638), np.float64(33.99576861177918), np.float64(26.762626353953817), np.float64(67.34055442035407)] | Type: Normal Sound Range
[2025-02-12_16-54-30-540] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-30-540.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.484548199851721), np.float64(21.410101083163056), np.float64(43.109527856639126), np.float64(16.2022386575288), np.float64(8.1011193287644), np.float64(12.151678993146598), np.float64(29.149563299036185), np.float64(25.099003634653986), np.float64(74.42903383302291)] | Type: Normal Sound Range
[2025-02-12_16-54-35-553] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-35-553.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.654490877199327), np.float64(18.589175602611167), np.float64(10.56038769642502), np.float64(43.97750492757817), np.float64(25.532992170123507), np.float64(14.972604473698487), np.float64(88.09967270031284), np.float64(50.92132149509051), np.float64(29.22189472161444)] | Type: Normal Sound Range
[2025-02-12_16-54-40-566] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-40-566.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.195222509538707), np.float64(8.75210213196868), np.float64(21.410101083163056), np.float64(16.925552883311333), np.float64(36.52736840201805), np.float64(43.109527856639126), np.float64(12.368673260881359), np.float64(91.35458671633425), np.float64(25.17133505723224)] | Type: Normal Sound Range
[2025-02-12_16-54-45-579] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-45-579.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.629211045008228), np.float64(18.589175602611167), np.float64(9.54774778032947), np.float64(43.97750492757817), np.float64(25.460660747545255), np.float64(36.52736840201805), np.float64(91.282255293756), np.float64(30.01754036997523), np.float64(50.70432722735575)] | Type: Normal Sound Range
[2025-02-12_16-54-50-593] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-50-593.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(21.482432505741308), np.float64(6.29283376430806), np.float64(16.99788430588959), np.float64(91.20992387117774), np.float64(43.97750492757817), np.float64(36.4550369794398), np.float64(12.007016147990091), np.float64(28.42624907325365), np.float64(53.30825844017288)] | Type: Normal Sound Range
[2025-02-12_16-54-55-608] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-54-55-608.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(21.410101083163056), np.float64(6.220502341729806), np.float64(26.61796350879731), np.float64(10.488056273846766), np.float64(17.576535686515616), np.float64(43.97750492757817), np.float64(36.4550369794398), np.float64(91.13759244859949), np.float64(31.030180286070777)] | Type: Normal Sound Range
[2025-02-12_16-55-00-641] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-55-00-641.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(21.410101083163056), np.float64(4.339885354695213), np.float64(26.40096924106255), np.float64(7.956456483607892), np.float64(16.85322146073308), np.float64(43.109527856639126), np.float64(36.4550369794398), np.float64(54.46556120142493), np.float64(12.730330373772627)] | Type: Normal Sound Range
[2025-02-12_16-55-05-655] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-55-05-655.wav | Frequencies: [np.float64(0.650982803204282), np.float64(21.410101083163056), np.float64(6.726822299777582), np.float64(27.19661488942334), np.float64(43.97750492757817), np.float64(17.64886710909387), np.float64(10.849713386738035), np.float64(91.13759244859949), np.float64(36.4550369794398), np.float64(30.81318601833602)] | Type: Normal Sound Range
[2025-02-12_16-55-10-668] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-55-10-668.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.799153722355835), np.float64(21.410101083163056), np.float64(30.162203215131736), np.float64(16.419232925263557), np.float64(91.20992387117774), np.float64(43.97750492757817), np.float64(11.211370499629302), np.float64(25.17133505723224), np.float64(36.4550369794398)] | Type: Normal Sound Range
[2025-02-12_16-55-15-682] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-55-15-682.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.726822299777582), np.float64(18.2275184897199), np.float64(30.957848863492526), np.float64(14.176958825337698), np.float64(43.97750492757817), np.float64(25.460660747545255), np.float64(36.4550369794398), np.float64(91.13759244859949), np.float64(87.08703278421729)] | Type: Normal Sound Range
[2025-02-12_16-55-20-695] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-55-20-695.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(21.410101083163056), np.float64(5.28019384821251), np.float64(17.576535686515616), np.float64(9.837073470642485), np.float64(43.97750492757817), np.float64(33.20012296341839), np.float64(13.670638867289924), np.float64(25.74998643785827), np.float64(99.45570604509865)] | Type: Normal Sound Range
[2025-02-12_16-55-25-709] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-55-25-709.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(6.726822299777582), np.float64(18.516844180032912), np.float64(33.851105766622666), np.float64(10.922044809316288), np.float64(14.683278783385473), np.float64(23.580043760510662), np.float64(43.97750492757817), np.float64(28.498580495831902), np.float64(53.091264172438116)] | Type: Normal Sound Range
[2025-02-12_16-55-30-722] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-55-30-722.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(21.482432505741308), np.float64(4.556879622429975), np.float64(8.173450751342653), np.float64(32.62147158279236), np.float64(43.97750492757817), np.float64(17.793529954250378), np.float64(91.06526102602123), np.float64(36.4550369794398), np.float64(27.775266270049368)] | Type: Normal Sound Range
[2025-02-12_16-56-12-554] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-12-554.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.701542467586481), np.float64(18.66150702518942), np.float64(43.97750492757817), np.float64(8.607439286812173), np.float64(25.894649283014775), np.float64(13.091987486663895), np.float64(33.20012296341839), np.float64(87.08703278421729), np.float64(50.99365291766876)] | Type: Normal Sound Range
[2025-02-12_16-56-17-567] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-17-567.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(5.28019384821251), np.float64(17.86586137682863), np.float64(21.482432505741308), np.float64(9.837073470642485), np.float64(43.109527856639126), np.float64(27.63060342489286), np.float64(13.525976022133417), np.float64(36.74436266975281), np.float64(57.86513806260285)] | Type: Normal Sound Range
[2025-02-12_16-56-22-580] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-22-580.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(4.484548199851721), np.float64(17.938192799406885), np.float64(8.245782173920906), np.float64(24.737346521762717), np.float64(13.59830744471167), np.float64(43.97750492757817), np.float64(33.99576861177918), np.float64(28.932569031301426), np.float64(57.35881810455508)] | Type: Normal Sound Range
[2025-02-12_16-56-27-594] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-27-594.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(23.146055225041138), np.float64(27.051952044266834), np.float64(4.339885354695213), np.float64(18.589175602611167), np.float64(55.550532540098736), np.float64(43.97750492757817), np.float64(8.824433554546935), np.float64(51.427641453138285), np.float64(60.10741216252871)] | Type: Normal Sound Range
[2025-02-12_16-56-32-607] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-32-607.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(25.460660747545255), np.float64(21.69942677347607), np.float64(4.773873890164735), np.float64(29.22189472161444), np.float64(16.129907234950544), np.float64(9.692410625485977), np.float64(53.95924124337716), np.float64(37.250682627800586), np.float64(46.219779027504025)] | Type: Normal Sound Range
[2025-02-12_16-56-38-786] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-38-786.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(24.52035225402796), np.float64(18.733838447767674), np.float64(6.726822299777582), np.float64(10.415724851268513), np.float64(55.405869694942226), np.float64(28.42624907325365), np.float64(51.21064718540352), np.float64(37.5400083181136), np.float64(33.851105766622666)] | Type: Normal Sound Range
[2025-02-12_16-56-42-635] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-42-635.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.437496609464567), np.float64(17.214878573624347), np.float64(21.482432505741308), np.float64(26.40096924106255), np.float64(11.645359035098824), np.float64(43.97750492757817), np.float64(31.68116308927506), np.float64(87.08703278421729), np.float64(58.08213233033761)] | Type: Normal Sound Range
[2025-02-12_16-56-47-648] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-47-648.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(25.460660747545255), np.float64(18.589175602611167), np.float64(6.654490877199327), np.float64(56.490841033616036), np.float64(34.06810003435743), np.float64(29.077231876457933), np.float64(11.790021880255331), np.float64(43.109527856639126), np.float64(47.52174463391259)] | Type: Normal Sound Range
[2025-02-12_16-56-52-661] Confidence: 0.90 | Text: 4062 | Audio: audio_logs/speech_2025-02-12_16-56-52-661.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(7.811793638451385), np.float64(18.66150702518942), np.float64(24.52035225402796), np.float64(61.91569772698505), np.float64(43.97750492757817), np.float64(13.381313176976908), np.float64(28.136923382940637), np.float64(36.52736840201805), np.float64(57.86513806260285)] | Type: Normal Sound Range
[2025-02-12_16-56-57-696] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-56-57-696.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(6.654490877199327), np.float64(18.733838447767674), np.float64(11.356033344785809), np.float64(43.97750492757817), np.float64(55.550532540098736), np.float64(28.64324334098841), np.float64(4294.750547006383), np.float64(74.28437098786641), np.float64(4226.325021247356)] | Type: Normal Sound Range
[2025-02-12_16-57-02-709] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-57-02-709.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.773873890164735), np.float64(18.29984991229815), np.float64(9.54774778032947), np.float64(33.70644292146616), np.float64(26.40096924106255), np.float64(13.959964557602937), np.float64(43.109527856639126), np.float64(57.21415525939857), np.float64(67.41288584293233)] | Type: Normal Sound Range
[2025-02-12_16-57-07-723] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-57-07-723.wav | Frequencies: [np.float64(0.650982803204282), np.float64(21.482432505741308), np.float64(4.484548199851721), np.float64(55.18887542720747), np.float64(233.12417496971122), np.float64(188.35102439377226), np.float64(43.97750492757817), np.float64(209.54413120920057), np.float64(10.054067738377245), np.float64(184.0834704616553)] | Type: Normal Sound Range
[2025-02-12_16-57-12-736] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-12-736.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(4.484548199851721), np.float64(21.482432505741308), np.float64(17.86586137682863), np.float64(43.97750492757817), np.float64(8.75210213196868), np.float64(74.28437098786641), np.float64(27.124283466845085), np.float64(49.76401873383845), np.float64(14.104627402759444)] | Type: Normal Sound Range
[2025-02-12_16-57-17-750] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-17-750.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(21.482432505741308), np.float64(17.86586137682863), np.float64(4.629211045008228), np.float64(9.620079202907723), np.float64(25.243666479810493), np.float64(43.109527856639126), np.float64(74.28437098786641), np.float64(88.67832408093886), np.float64(29.800546102240467)] | Type: Normal Sound Range
[2025-02-12_16-57-22-763] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-22-763.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(25.17133505723224), np.float64(21.482432505741308), np.float64(10.271062006112006), np.float64(4.484548199851721), np.float64(49.54702446610369), np.float64(28.86023760872317), np.float64(15.985244389794037), np.float64(43.97750492757817), np.float64(34.93607710529647)] | Type: Normal Sound Range
[2025-02-12_16-57-27-776] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-27-776.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(21.482432505741308), np.float64(4.629211045008228), np.float64(10.415724851268513), np.float64(43.97750492757817), np.float64(27.847597692627623), np.float64(16.85322146073308), np.float64(87.08703278421729), np.float64(31.825825934431567), np.float64(57.50348094971158)] | Type: Normal Sound Range
[2025-02-12_16-57-32-789] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-32-789.wav | Frequencies: [np.float64(0.650982803204282), np.float64(21.482432505741308), np.float64(6.799153722355835), np.float64(27.702934847471113), np.float64(17.793529954250378), np.float64(43.97750492757817), np.float64(52.874269904703354), np.float64(11.139039077051049), np.float64(57.06949241424206), np.float64(34.06810003435743)] | Type: Normal Sound Range
[2025-02-12_16-57-37-802] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-37-802.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(6.726822299777582), np.float64(18.372181334876405), np.float64(44.700819153360705), np.float64(12.874993218929134), np.float64(24.15869514113669), np.float64(30.08987179255348), np.float64(51.427641453138285), np.float64(34.791414260139966), np.float64(56.273846765881274)] | Type: Normal Sound Range
[2025-02-12_16-57-42-815] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-42-815.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(6.509828032042821), np.float64(21.482432505741308), np.float64(44.700819153360705), np.float64(25.82231786043652), np.float64(16.563895770420064), np.float64(10.198730583533752), np.float64(55.333538272363974), np.float64(29.4388889893492), np.float64(33.41711723115315)] | Type: Normal Sound Range
[2025-02-12_16-57-47-850] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-47-850.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.654490877199327), np.float64(21.482432505741308), np.float64(44.700819153360705), np.float64(27.702934847471113), np.float64(16.925552883311333), np.float64(11.934684725411838), np.float64(58.44378944322888), np.float64(35.80405417623551), np.float64(50.92132149509051)] | Type: Normal Sound Range
[2025-02-12_16-57-52-863] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-57-52-863.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(21.482432505741308), np.float64(44.628487730782446), np.float64(29.4388889893492), np.float64(6.437496609464567), np.float64(17.86586137682863), np.float64(88.38899839062586), np.float64(25.60532359270176), np.float64(11.645359035098824), np.float64(58.22679517549412)] | Type: Normal Sound Range
[2025-02-12_16-57-57-876] Confidence: 0.90 | Text: hey I just received a call from this number but I'm not | Audio: audio_logs/speech_2025-02-12_16-57-57-876.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(77.82861069420083), np.float64(175.62069401999966), np.float64(140.03363411149888), np.float64(135.0427659535994), np.float64(73.85038245239689), np.float64(205.71056581255314), np.float64(105.02522558362418), np.float64(191.96759552268495), np.float64(273.1957830780637)] | Type: Normal Sound Range
[2025-02-12_16-58-02-889] Confidence: 0.90 | Text: I'm not interested in buying or | Audio: audio_logs/speech_2025-02-12_16-58-02-889.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(32.69380300537061), np.float64(198.69441782246253), np.float64(67.05122873004105), np.float64(245.05885969512306), np.float64(100.10668884830294), np.float64(168.17055749443952), np.float64(44.628487730782446), np.float64(21.482432505741308), np.float64(178.07996238766026)] | Type: Normal Sound Range
[2025-02-12_16-58-07-902] Confidence: 0.90 | Text: any homes | Audio: audio_logs/speech_2025-02-12_16-58-07-902.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(5.714182383682031), np.float64(44.556156308204194), np.float64(21.410101083163056), np.float64(33.92343718920092), np.float64(17.07021572846784), np.float64(10.849713386738035), np.float64(26.111643550749537), np.float64(49.33003019836893), np.float64(101.6979801450245)] | Type: Normal Sound Range
[2025-02-12_16-58-12-915] Confidence: 0.90 | Text: kayaks | Audio: audio_logs/speech_2025-02-12_16-58-12-915.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.26755393211696), np.float64(44.628487730782446), np.float64(18.733838447767674), np.float64(36.02104844397027), np.float64(191.09961845174593), np.float64(186.75973309705068), np.float64(177.5736424296125), np.float64(214.0286794090523), np.float64(72.33142257825357)] | Type: Normal Sound Range
