[2025-02-12_16-24-45-674] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-24-45-674.wav | Frequencies: [np.float64(1.0592256067790438), np.float64(1.125427207202734), np.float64(1.1916288076264243), np.float64(1.2578304080501144), np.float64(1.3240320084738046), np.float64(1.390233608897495), np.float64(1.4564352093211852), np.float64(1.5226368097448755), np.float64(1.5888384101685658), np.float64(1.6550400105922558)] | Type: Infrasound Detected
[2025-02-12_16-28-03-184] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-03-184.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-08-198] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-08-198.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-13-212] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-13-212.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-18-226] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-18-226.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-23-239] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-23-239.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-28-252] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-28-252.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-33-266] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-33-266.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-38-279] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-38-279.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-43-314] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-43-314.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-48-327] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-48-327.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-53-342] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-53-342.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-28-58-354] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-28-58-354.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-03-367] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-03-367.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-08-381] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-29-08-381.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-13-397] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-13-397.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-18-408] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-18-408.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-23-421] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-23-421.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-28-456] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-28-456.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-33-470] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-33-470.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-38-483] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-38-483.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-43-497] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-43-497.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-48-510] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-48-510.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-53-524] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-53-524.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-29-58-537] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-29-58-537.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-30-03-551] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-30-03-551.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-30-08-564] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-30-08-564.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-30-13-578] Confidence: 0.90 | Text: play John Denver songs | Audio: audio_logs/speech_2025-02-12_16-30-13-578.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-30-18-612] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-30-18-612.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
[2025-02-12_16-30-23-626] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_16-30-23-626.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.3742846034917677), np.float64(1.4466153720965977), np.float64(1.5189461407014275), np.float64(1.5912769093062575), np.float64(1.6636076779110873)] | Type: Infrasound Detected
